93.4000000, 95.2111382
93.0000000, 94.8738718
92.8000000, 94.5457402
92.4000000, 94.1663260
92.0000000, 93.8571774
91.6000000, 93.5431155
91.4000000, 93.2339750
91.0000000, 92.9297520
90.6000000, 92.5735502
90.4000000, 92.2644207
90.0000000, 91.9644367
89.6000000, 91.6693665
89.4000000, 91.3883503
89.0000000, 91.0511347
88.6000000, 90.7652222
88.2000000, 90.4842172
88.0000000, 90.2081156
87.6000000, 89.9362663
87.2000000, 89.6693205
86.8000000, 89.3553328
86.4000000, 89.0932889
86.2000000, 88.8355081
86.0000000, 88.5685755
85.6000000, 88.3156948
85.4000000, 88.0719766
84.8000000, 87.7769571
84.6000000, 87.5240862
84.4000000, 87.2803818
84.2000000, 87.0415657
83.8000000, 86.8027521
83.4000000, 86.5639412
83.2000000, 86.2921591
83.0000000, 86.0533550
82.8000000, 85.8286005
82.6000000, 85.6038484
82.4000000, 85.3790988
82.2000000, 85.1635260
82.0000000, 84.9106892
81.8000000, 84.6908178
81.6000000, 84.4801242
81.4000000, 84.2786115
81.2000000, 84.0679233
81.0000000, 83.8572374
80.8000000, 83.6325082
80.6000000, 83.4310100
80.4000000, 83.2343772
80.0000000, 83.0426061
79.8000000, 82.8551623
79.6000000, 82.6633930
79.4000000, 82.4527223
79.4000000, 82.2793319
79.0000000, 82.0967553
78.8000000, 81.9282246
78.6000000, 81.7596954
78.4000000, 81.5911678
78.4000000, 81.3994046
78.2000000, 81.2400737
78.2000000, 81.0855944
78.0000000, 80.9403128
77.8000000, 80.7906832
77.6000000, 80.6221647
77.4000000, 80.4817338
77.2000000, 80.3505036
77.2000000, 80.2149184
77.0000000, 80.0836917
76.8000000, 79.9340644
76.6000000, 79.8076817
76.6000000, 79.6905028
76.4000000, 79.5641224
76.4000000, 79.4425810
76.2000000, 79.3254068
76.0000000, 79.1849875
75.8000000, 79.0586111
75.8000000, 78.9462774
75.6000000, 78.8199029
75.6000000, 78.6794879
75.4000000, 78.5623250
75.4000000, 78.4407852
75.4000000, 78.3003734
75.4000000, 78.1832155
75.2000000, 78.0708885
75.0000000, 77.9493494
75.0000000, 77.8321963
75.0000000, 77.7058313
75.0000000, 77.5935077
74.8000000, 77.4811850
74.8000000, 77.3829032
74.8000000, 77.2705820
74.6000000, 77.1723016
74.6000000, 77.0459420
74.6000000, 76.9428424
74.4000000, 76.8445648
74.4000000, 76.7462877
74.2000000, 76.6480113
74.2000000, 76.5545534
74.0000000, 76.4514604
73.8000000, 76.3580026
73.8000000, 76.2689512
73.6000000, 76.1847170
73.6000000, 76.0912591
73.4000000, 76.0070254
73.4000000, 75.9087533
73.2000000, 75.8245206
73.2000000, 75.7495145
73.2000000, 75.6652833
73.0000000, 75.5858639
73.0000000, 75.5108607
72.8000000, 75.4266308
72.6000000, 75.3564397
72.6000000, 75.2862489
72.6000000, 75.2160584
72.4000000, 75.1599063
72.2000000, 75.1037545
72.2000000, 75.0335649
72.0000000, 74.9774135
71.8000000, 74.9212624
71.8000000, 74.8791492
71.6000000, 74.8370361
71.6000000, 74.7808855
71.6000000, 74.7435782
71.4000000, 74.7106976
71.4000000, 74.6685850
71.4000000, 74.6357060
71.2000000, 74.6076312
71.2000000, 74.5795566
71.2000000, 74.5514820
71.2000000, 74.5282107
71.2000000, 74.5093701
71.2000000, 74.4953329
71.2000000, 74.4812957
71.2000000, 74.4720613
71.2000000, 74.4672585
71.2000000, 74.4580240
71.2000000, 74.4532213
71.2000000, 74.4532213
71.0000000, 74.4532213
71.0000000, 74.4532213
71.0000000, 74.4532213
71.0000000, 74.4532213
71.0000000, 74.4532213
70.8000000, 74.4532213
70.8000000, 74.4532213
70.6000000, 74.4532213
70.6000000, 74.4532213
70.6000000, 74.4439868
70.6000000, 74.4439868
70.6000000, 74.4439868
70.4000000, 74.4439868
70.4000000, 74.4439868
70.2000000, 74.4439868
70.2000000, 74.4439868
70.2000000, 74.4439868
70.0000000, 74.4439868
70.0000000, 74.4439868
30.4000000, 31.5572056
30.6000000, 31.8721914
30.8000000, 32.1956441
